GROUP_AC7	GROUP_AC8	GROUP_AC9	GROUP-BN1	GROUP-BN2	GROUP-BN3
ENSG00000268133.1	0	0	0	0	0	0
ENSG00000188785.12	693	687	676	768	1254	695
ENSG00000269533.5	12	9	21	9	26	6
ENSG00000268533.1	0	2	12	0	0	2
ENSG00000186272.13	248	354	311	420	443	356
ENSG00000186230.7	234	324	356	386	275	402
ENSG00000268163.1	2	5	0	0	2	0
ENSG00000276449.1	9	47	50	22	22	46
ENSG00000178201.5	22	40	0	8	35	24
ENSG00000268545.1	0	0	3	0	0	0
ENSG00000197128.12	440	412	466	441	733	659
ENSG00000268266.1	0	6	0	0	0	3
ENSG00000105136.21	478	623	586	735	865	425
ENSG00000268107.6	1	40	10	11	26	16
ENSG00000152439.13	426	651	447	430	675	393
ENSG00000121406.9	383	431	597	351	615	600
ENSG00000251369.9	406	335	344	358	458	554
ENSG00000083817.9	296	282	232	274	429	355
ENSG00000171649.12	298	215	318	313	619	465
ENSG00000183647.11	120	83	147	224	192	317
ENSG00000213762.12	1104	1098	1406	1197	2028	1504
ENSG00000268392.1	10	8	14	7	12	24
ENSG00000121417.14	550	568	654	565	738	692
ENSG00000180532.11	3	2	0	1	0	3
ENSG00000269097.1	0	0	0	1	0	0
ENSG00000204519.11	300	270	225	432	508	491
ENSG00000269026.2	0	0	0	0	1	0
ENSG00000179909.16	199	327	179	609	726	595
ENSG00000083814.13	134	175	163	316	411	378
ENSG00000152443.13	689	678	825	937	1468	1031
ENSG00000083828.16	388	491	416	598	579	663
ENSG00000178935.5	183	239	310	219	429	465
ENSG00000268750.7	12	0	0	0	0	4
ENSG00000269343.9	726	691	902	1741	1445	1973
ENSG00000269304.1	0	0	0	2	0	3
ENSG00000204514.10	201	325	343	587	483	507
ENSG00000198466.12	2088	1869	2617	2322	2876	3730
ENSG00000269867.1	4	2	12	14	8	9
ENSG00000270804.1	98	88	141	112	142	175
ENSG00000269476.1	1	0	0	0	0	0
ENSG00000173480.11	957	1047	1075	1055	1439	1482
ENSG00000196724.13	137	189	238	246	241	358
ENSG00000152454.4	295	211	208	200	387	285
ENSG00000243234.1	0	1	0	1	1	2
ENSG00000177025.3	46	59	53	19	35	39
ENSG00000166704.12	685	601	752	473	680	688
ENSG00000176593.8	229	257	382	206	332	360
ENSG00000235974.1	0	0	0	0	0	0
ENSG00000286949.1	0	3	0	0	0	0
ENSG00000152467.10	2	8	13	0	10	2
ENSG00000268660.1	0	0	0	2	0	0
ENSG00000270837.1	0	3	0	0	3	0
ENSG00000176293.20	453	302	344	306	454	348
ENSG00000243642.3	8	2	1	5	2	2
ENSG00000121413.13	1814	2009	2022	808	1790	1353
ENSG00000181894.15	704	757	745	676	922	683
ENSG00000268293.1	0	0	0	0	0	0
ENSG00000286632.1	0	4	0	0	5	0
ENSG00000269236.1	0	0	0	0	0	0
ENSG00000171606.18	898	892	1142	805	693	1156
ENSG00000213013.4	1	0	7	0	3	0
ENSG00000268866.1	0	0	0	0	0	0
ENSG00000198131.14	679	782	731	1128	1335	1174
ENSG00000283515.1	5	10	28	8	22	7
ENSG00000268516.2	74	96	99	135	181	155
ENSG00000268201.1	0	24	32	9	15	39
ENSG00000278129.2	1087	1160	1544	1083	1539	931
ENSG00000267216.1	36	37	74	83	95	57
ENSG00000142396.10	283	273	504	404	529	432
ENSG00000283103.3	216	270	228	219	411	274
ENSG00000269794.1	0	0	0	2	0	0
ENSG00000182318.6	286	271	253	389	284	353
ENSG00000277588.1	0	0	0	0	0	3
ENSG00000121410.12	22	18	27	37	50	22
ENSG00000268230.5	2	4	17	3	6	2
ENSG00000268895.6	662	587	559	476	1259	347
ENSG00000279611.1	17	59	49	58	110	48
ENSG00000174586.11	13	16	22	16	11	10
ENSG00000268049.1	121	153	169	91	227	58
ENSG00000269054.2	29	30	18	9	6	4
ENSG00000252211.1	0	0	0	0	0	0
ENSG00000152475.7	85	59	125	44	83	37
ENSG00000083845.9	13277	14382	7745	11996	17128	11090
ENSG00000266640.1	1	0	0	0	2	0
ENSG00000269855.3	7	3	0	8	21	2
ENSG00000268307.1	0	0	0	0	0	0
ENSG00000171574.18	642	481	719	733	941	712
ENSG00000232098.3	817	1407	1384	608	871	659
ENSG00000268543.1	55	40	79	71	77	66
ENSG00000268912.1	98	123	120	109	133	119
ENSG00000131849.12	321	377	378	372	417	455
ENSG00000269473.1	28	57	74	29	48	33
ENSG00000249471.8	309	355	275	348	390	321
ENSG00000083812.12	458	480	465	490	793	448
ENSG00000083838.16	427	529	445	347	463	232
ENSG00000269106.1	22	22	3	19	15	8
ENSG00000083807.10	73	109	65	127	157	54
ENSG00000252334.1	1	0	0	0	0	0
ENSG00000265272.2	0	0	0	0	0	0
ENSG00000273901.1	9	16	11	7	37	13
ENSG00000119574.13	572	637	592	565	623	466
ENSG00000264910.2	0	0	17	32	0	0
ENSG00000130726.12	8741	8602	8460	11384	10826	10361
ENSG00000275924.1	0	0	0	0	0	0
ENSG00000130724.9	2650	2514	1781	2291	3637	2224
ENSG00000130725.8	2279	2257	1897	3242	3078	2979
ENSG00000267858.6	190	309	283	141	193	139
ENSG00000099326.9	463	562	939	808	806	621
ENSG00000213753.11	1140	1183	893	1417	1634	1085
ENSG00000286104.1	5	0	9	4	6	2
ENSG00000269032.1	0	0	0	0	0	0
ENSG00000269600.2	4	8	5	6	15	2
ENSG00000178591.7	0	0	0	0	0	0
ENSG00000125788.6	0	0	0	0	0	0
ENSG00000088782.5	0	0	0	0	0	0
ENSG00000185982.7	0	0	0	0	0	0
ENSG00000125903.4	0	0	0	0	0	0
ENSG00000186458.5	0	0	0	0	0	0
ENSG00000272874.1	0	0	0	0	0	0
ENSG00000196476.12	355	195	312	304	360	264
ENSG00000247315.4	1004	1053	1077	966	1294	956
ENSG00000286158.1	0	0	0	0	0	0
ENSG00000225377.6	390	390	339	353	364	284
ENSG00000177732.9	2641	1972	1944	2724	3042	2734
ENSG00000125841.13	2627	2730	2315	2737	4303	2956
ENSG00000101255.12	2512	7178	4706	4016	2959	804
ENSG00000125826.21	3999	4454	3022	4704	4867	4206
ENSG00000125875.15	4954	5967	5149	4259	7976	5023
ENSG00000206797.1	0	0	0	0	1	0
ENSG00000101266.19	8166	8466	8653	10343	11154	9945
ENSG00000125878.7	0	0	0	0	0	0
ENSG00000271303.2	26	42	41	6	9	44
ENSG00000270299.1	0	0	0	0	0	0
ENSG00000215397.4	0	0	0	0	0	0
ENSG00000101276.18	0	0	0	0	0	0
ENSG00000125898.13	264	513	296	331	193	187
ENSG00000101278.6	18	29	10	32	46	8
ENSG00000101280.8	3	19	0	3	16	9
ENSG00000101282.9	0	8	0	0	0	4
ENSG00000286787.1	25	50	42	26	68	9
ENSG00000125818.18	5358	4611	3954	4973	6736	4958
ENSG00000215388.3	5	15	20	57	28	42
ENSG00000125895.6	0	1	5	0	2	6
ENSG00000274269.1	0	0	0	0	0	0
ENSG00000215595.2	0	2	0	1	0	0
ENSG00000244588.6	3	39	70	1	2	22
ENSG00000101298.15	1373	1317	1246	1530	1862	2158
ENSG00000125775.15	22	112	60	53	84	55
ENSG00000274322.1	7	11	39	26	45	35
ENSG00000280162.1	9	0	4	5	5	0
ENSG00000234684.7	168	223	203	199	355	241
ENSG00000229728.1	22	14	11	20	16	15
ENSG00000088832.18	12621	10732	8596	12451	14090	17444
ENSG00000284436.1	0	0	0	0	0	0
ENSG00000088833.18	2221	2441	2110	3129	3363	2750
ENSG00000196209.13	0	0	0	0	0	0
ENSG00000242324.1	0	0	0	0	0	0
ENSG00000252103.1	0	0	0	0	0	0
ENSG00000125900.13	0	0	0	0	0	0
ENSG00000260861.6	0	0	0	0	0	0
ENSG00000101307.16	191	150	83	295	213	136
ENSG00000271523.1	0	0	0	0	0	0
ENSG00000089012.14	4	0	1	0	0	1
ENSG00000237914.5	0	0	0	0	0	0
ENSG00000223750.1	0	0	0	0	0	0
ENSG00000242348.3	0	0	0	0	1	0
ENSG00000236550.1	0	0	0	0	0	0
ENSG00000234282.1	0	3	0	0	0	0
ENSG00000286288.1	45	66	32	23	47	3
ENSG00000271461.1	0	0	0	0	1	1
ENSG00000232528.3	37	36	28	8	23	4
ENSG00000276649.1	117	205	134	115	187	142
ENSG00000198053.12	6438	4158	3555	7655	8800	6122
ENSG00000233896.2	0	0	0	0	0	0
ENSG00000101327.9	0	0	0	0	0	0
ENSG00000227663.1	9	2	9	9	8	3
ENSG00000125834.13	1991	2871	2595	2525	3136	3122
ENSG00000286108.1	0	0	0	0	0	0
ENSG00000287213.1	0	0	1	0	4	0
ENSG00000287561.1	0	0	0	0	0	0
ENSG00000226644.5	0	0	0	0	0	0
ENSG00000286022.1	0	0	0	0	0	0
ENSG00000125780.12	0	0	0	0	0	0
ENSG00000166948.10	0	0	0	0	0	0
ENSG00000207305.1	0	1	0	0	0	0
ENSG00000125835.19	2516	2223	2122	3320	3322	3316
ENSG00000256566.1	0	0	0	0	0	0
ENSG00000088876.13	574	716	524	654	1016	808
ENSG00000149488.14	1	11	0	0	0	0
ENSG00000101361.17	2678	2470	3293	7760	3315	5061
ENSG00000284481.1	0	0	0	0	0	0
ENSG00000221116.1	0	0	0	0	0	0
ENSG00000271798.1	0	0	0	0	0	0
ENSG00000212498.1	0	0	0	0	0	0
ENSG00000229686.1	0	0	0	0	0	0
ENSG00000226572.1	0	0	0	0	0	0
ENSG00000101365.21	1529	1301	1543	1700	2092	1785
ENSG00000228293.1	3	4	0	0	11	2
ENSG00000088881.21	585	699	858	166	373	88
ENSG00000226217.1	0	0	0	0	0	0
ENSG00000088882.8	114	99	23	65	14	47
ENSG00000241690.3	0	0	0	0	0	0
ENSG00000258713.3	0	10	0	1	0	0
ENSG00000198326.10	0	5	0	1	0	0
ENSG00000132635.17	1186	867	1425	790	923	801
ENSG00000215305.10	1870	1493	1977	1881	2177	1814
ENSG00000132670.21	4819	4497	4033	3616	6347	4032
ENSG00000125787.11	2	6	0	23	12	3
ENSG00000125901.6	713	807	763	778	761	660
ENSG00000101405.3	0	0	0	1	2	1
ENSG00000101200.5	0	0	0	0	0	0
ENSG00000263905.2	1	6	0	7	8	4
ENSG00000235958.5	0	0	0	0	2	0
ENSG00000185019.17	642	683	590	483	802	478
ENSG00000215251.4	772	658	914	1257	1449	1179
ENSG00000088899.16	762	574	687	1074	977	356
ENSG00000198171.13	1241	1646	1813	2587	2553	1929
ENSG00000125877.13	1014	791	860	1130	1199	1109
ENSG00000088836.14	170	144	543	256	148	138
ENSG00000277287.1	237	123	276	99	144	71
ENSG00000088854.13	3636	4332	2560	4428	4858	2985
ENSG00000201294.1	0	0	0	0	0	0
ENSG00000226632.1	14	8	3	20	12	26
ENSG00000201346.2	0	0	0	0	0	0
ENSG00000288577.1	3	2	15	17	25	3
ENSG00000225116.1	0	0	0	0	0	0
ENSG00000088812.18	7627	8972	6996	6095	10063	6859
ENSG00000230568.1	1	0	0	1	5	1
ENSG00000125861.16	0	0	0	0	0	0
ENSG00000149451.18	5190	3839	2321	4089	8969	3067
ENSG00000088827.13	0	2	0	0	0	0
ENSG00000132622.11	0	0	0	3	0	0
ENSG00000101220.18	766	717	994	1130	803	925
ENSG00000101222.12	3	2	13	7	9	13
ENSG00000125817.8	4859	5093	4127	5365	5497	7116
ENSG00000101224.18	6625	3892	3980	5069	5324	9253
ENSG00000275491.1	10	15	0	21	10	29
ENSG00000274949.1	0	0	1	2	2	1
ENSG00000125843.11	643	522	644	850	1219	864
ENSG00000088888.18	8847	12337	9039	10705	14732	12891
ENSG00000229539.1	8	20	46	23	15	44
ENSG00000125779.24	1993	2228	2228	2180	3597	2428
ENSG00000199024.1	2	12	10	7	9	17
ENSG00000283320.1	0	0	0	0	0	0
ENSG00000275582.1	0	0	0	0	0	4
ENSG00000101236.17	9580	21072	8138	6063	15935	9688
ENSG00000226608.3	349	328	128	164	494	102
ENSG00000215063.3	0	2	0	0	1	1
ENSG00000205300.3	6	0	0	0	0	0
ENSG00000088826.18	765	712	1679	782	1131	1194
ENSG00000230176.3	5	6	27	9	4	16
ENSG00000171873.8	131	21	19	39	12	297
ENSG00000236387.2	0	0	0	0	0	2
ENSG00000238282.1	0	0	0	0	0	0
ENSG00000228210.1	0	0	0	0	0	0
ENSG00000226948.2	3	0	6	9	7	0
ENSG00000171867.18	28980	19045	10502	41375	38036	13754
ENSG00000171864.5	4	0	0	0	0	0
ENSG00000180259.10	0	0	0	0	0	0
ENSG00000231071.1	0	0	0	0	0	0
ENSG00000278595.1	0	0	0	3	6	0
ENSG00000101265.16	2680	3030	5603	4853	2885	3436
ENSG00000089057.15	2679	3171	2911	4265	5199	3496
ENSG00000252096.1	0	0	0	0	0	0
ENSG00000234573.1	0	0	0	0	0	0
ENSG00000277087.1	0	0	0	0	0	0
ENSG00000276768.1	0	4	11	0	5	1
ENSG00000278816.1	2	3	0	4	1	0
ENSG00000277425.1	8	8	9	2	0	5
ENSG00000089063.15	5964	5200	5216	6260	8518	4838
ENSG00000212536.1	7	2	5	10	4	15
ENSG00000252367.1	0	0	0	0	0	0
ENSG00000132646.11	2406	1192	1520	3658	2337	4467
ENSG00000212517.1	0	0	0	0	0	2
ENSG00000101290.14	12015	12451	15425	6122	11789	10449
ENSG00000225022.1	12	13	11	23	24	12
ENSG00000101292.8	0	0	0	0	0	0
ENSG00000266908.2	0	0	0	0	0	0
ENSG00000200313.1	0	0	0	0	0	0
ENSG00000276688.1	0	0	0	0	0	0
ENSG00000226995.9	2	0	4	0	2	0
ENSG00000230563.4	13	57	13	56	144	15
ENSG00000205181.7	526	780	378	778	1862	649
ENSG00000225640.1	0	0	0	3	0	1
ENSG00000225831.1	0	0	0	0	0	0
ENSG00000235820.1	0	0	0	0	0	0
ENSG00000125772.14	2340	5119	13447	3296	9990	4905
ENSG00000233578.1	0	0	0	0	1	0
ENSG00000171984.15	47	71	103	48	106	75
ENSG00000202380.1	0	0	0	0	0	0
ENSG00000089199.10	14	6	2	25	12	20
ENSG00000215589.3	0	0	0	0	0	0
ENSG00000089195.15	595	687	809	1507	1123	1302
ENSG00000125885.13	136	52	172	477	214	620
ENSG00000286235.1	0	0	0	0	0	0
ENSG00000207380.1	0	0	0	0	0	5
ENSG00000231961.1	0	0	7	0	0	0
ENSG00000278719.1	0	2	0	3	0	0
ENSG00000275632.1	3	1	15	20	13	52
ENSG00000263755.2	0	0	0	2	3	9
ENSG00000088766.12	75	129	121	118	113	165
ENSG00000125872.8	0	8	0	12	6	2
ENSG00000278192.1	2	0	0	4	0	0
ENSG00000101311.16	194	102	108	482	218	98
ENSG00000233402.1	0	0	0	0	0	0
ENSG00000234241.1	26	32	15	88	58	33
ENSG00000271565.1	0	0	0	0	0	0
ENSG00000276915.1	0	0	0	0	0	0
ENSG00000229876.1	0	0	0	0	0	0
ENSG00000228482.2	0	0	0	0	0	0
ENSG00000125845.7	3412	195	1098	3160	1648	1327
ENSG00000232271.1	0	0	0	0	0	0
ENSG00000228888.1	0	0	0	0	0	0
ENSG00000238102.2	0	0	0	0	0	0
ENSG00000261249.1	0	0	0	0	0	0
ENSG00000224711.2	0	0	0	0	0	0
ENSG00000278159.1	0	0	0	0	0	0
ENSG00000240584.3	0	0	0	0	0	0
ENSG00000215586.2	0	0	0	0	0	0
ENSG00000277315.1	0	0	0	0	0	0
ENSG00000101323.5	0	0	2	0	0	0
ENSG00000125827.9	5107	5176	5746	4810	11253	6271
ENSG00000229766.7	0	4	4	3	3	5
ENSG00000182621.18	3851	5539	3603	4998	10098	6254
ENSG00000226262.1	0	0	0	0	0	0
ENSG00000225479.1	14	37	8	66	43	103
ENSG00000201348.1	4	14	0	12	29	2
ENSG00000228438.1	0	0	0	0	0	0
ENSG00000276385.1	0	0	0	0	0	0
ENSG00000275222.1	0	0	0	0	0	0
ENSG00000101333.18	746	1131	1172	4071	2272	1949
ENSG00000225988.1	0	0	0	0	0	0
ENSG00000125869.10	0	6	23	6	102	55
ENSG00000101349.17	0	1	0	1	0	0
ENSG00000286740.1	0	0	0	0	0	0
ENSG00000232738.1	0	0	0	0	0	0
ENSG00000286470.1	0	0	0	0	0	0
ENSG00000243961.2	0	0	2	0	0	0
ENSG00000132623.16	152	302	128	356	315	272
ENSG00000227906.8	176	79	189	30	430	77
ENSG00000276525.1	0	0	0	0	0	0
ENSG00000230506.2	0	5	21	3	16	13
ENSG00000232448.2	10	5	18	2	12	17
ENSG00000132639.13	1608	1134	2034	1140	4976	2308
ENSG00000286936.1	0	0	0	0	0	0
ENSG00000237005.1	3	2	3	3	6	0
ENSG00000214835.3	0	0	0	0	0	0
ENSG00000230750.1	1	2	0	1	0	0
ENSG00000125863.20	641	503	762	857	1022	702
ENSG00000285508.1	0	0	0	0	0	0
ENSG00000285723.1	0	0	0	0	0	0
ENSG00000149346.15	576	479	796	870	760	1071
ENSG00000235036.4	10	14	14	60	12	20
ENSG00000101384.12	13707	7297	18915	7851	13152	13405
ENSG00000273745.1	6	1	15	3	5	10
ENSG00000270792.6	7	10	2	7	27	7
ENSG00000224961.3	2	3	0	11	10	18
ENSG00000234900.1	0	0	0	0	0	0
ENSG00000232900.2	0	0	0	0	0	0
ENSG00000217809.1	1	0	0	0	0	0
ENSG00000125899.8	0	0	0	1	3	0
ENSG00000270777.1	0	0	0	0	4	0
ENSG00000230990.2	0	0	0	0	0	1
ENSG00000235544.1	0	0	0	0	0	0
ENSG00000282478.1	0	0	0	0	0	0
ENSG00000287754.1	0	0	0	0	0	0
ENSG00000271397.1	0	0	0	0	0	0
ENSG00000237256.1	0	0	0	0	0	0
ENSG00000261411.1	0	0	0	1	4	0
ENSG00000228422.5	0	0	0	0	1	3
ENSG00000222281.1	0	0	1	2	0	1
ENSG00000271298.1	0	0	0	0	0	0
ENSG00000132640.15	3140	4752	5061	4123	7149	3769
ENSG00000236526.1	4	5	0	5	6	1
ENSG00000235292.2	0	0	0	0	0	0
ENSG00000230437.1	0	0	0	0	0	0
ENSG00000235698.1	0	1	2	0	1	1
ENSG00000233048.1	0	0	0	1	0	2
ENSG00000269931.2	0	0	0	0	0	0
ENSG00000286087.1	0	0	0	0	0	0
ENSG00000234265.2	0	0	0	0	0	0
ENSG00000172296.13	190	305	351	256	614	331
ENSG00000271426.1	0	0	0	0	0	0
ENSG00000101230.6	4	64	12	0	8	13
ENSG00000226263.1	0	0	0	0	0	0
ENSG00000225956.1	0	4	5	0	0	0
ENSG00000278153.1	0	0	0	1	0	0
ENSG00000089123.16	289	314	169	363	488	301
ENSG00000236811.1	1	0	8	5	4	0
ENSG00000089048.15	1310	1220	1186	1896	1533	1369
ENSG00000101247.18	311	375	388	533	560	437
ENSG00000101251.13	0	11	0	0	0	0
ENSG00000212247.1	0	0	0	0	0	0
ENSG00000172264.18	114	122	16	4	16	8
ENSG00000230935.1	1	2	0	0	0	2
ENSG00000234187.1	0	2	0	0	0	0
ENSG00000239923.3	0	0	0	0	0	0
ENSG00000125848.10	902	267	128	1641	679	871
ENSG00000199570.1	0	0	0	0	0	0
ENSG00000287062.1	0	0	0	0	0	0
ENSG00000227563.1	0	0	0	0	0	0
ENSG00000227927.2	0	0	0	0	0	0
ENSG00000213950.2	0	3	2	3	2	1
ENSG00000235914.2	0	0	0	0	0	0
ENSG00000237832.1	0	0	0	0	0	0
ENSG00000199803.1	0	0	0	0	0	0
ENSG00000201180.1	0	1	0	0	0	0
ENSG00000222500.1	0	0	0	0	0	0
ENSG00000225181.1	0	0	0	0	0	0
ENSG00000224274.1	0	0	0	0	0	0
ENSG00000286546.1	0	0	0	0	0	0
ENSG00000287410.1	0	0	0	0	0	0
ENSG00000225622.1	0	0	0	0	0	0
ENSG00000089177.19	2212	2059	1199	1614	2605	2028
ENSG00000273998.1	5	5	0	2	0	4
ENSG00000275728.1	0	0	0	0	3	3
ENSG00000226229.2	0	0	0	0	0	0
ENSG00000200494.1	14	8	10	10	6	2
ENSG00000235208.2	0	0	0	0	0	0
ENSG00000228809.2	0	0	0	0	0	3
ENSG00000125870.11	2023	1642	1560	2059	2756	2405
ENSG00000125879.5	0	0	0	0	0	0
ENSG00000236985.1	0	0	0	0	0	0
ENSG00000212165.2	0	0	0	0	0	0
ENSG00000251955.1	0	0	0	0	0	0
ENSG00000220540.1	0	0	0	0	0	0
ENSG00000238833.1	0	0	0	0	0	0
ENSG00000286571.1	0	0	0	0	0	0
ENSG00000287241.1	0	0	0	0	0	0
ENSG00000125851.10	0	0	3	0	0	0
ENSG00000232241.1	0	0	0	0	0	0
ENSG00000125864.14	57	102	59	79	133	96
ENSG00000232333.1	1	3	2	7	7	0
ENSG00000277373.1	0	3	0	0	2	9
ENSG00000125868.16	28025	53790	26057	27018	60202	30459
ENSG00000202260.1	2	3	1	2	8	3
ENSG00000230495.1	1	0	0	0	2	0
ENSG00000125844.16	30041	26241	29328	33976	45429	49539
ENSG00000125888.15	0	0	0	2	0	0
ENSG00000233625.1	4	3	0	3	5	9
ENSG00000212555.1	0	0	0	0	0	0
ENSG00000089006.17	3931	4832	3638	3540	3721	4969
ENSG00000125850.11	0	0	0	0	0	0
ENSG00000212232.1	364	546	219	200	243	253
ENSG00000125871.14	715	614	598	1216	923	1248
ENSG00000218902.3	0	2	0	2	0	0
ENSG00000229262.1	0	0	0	0	0	0
ENSG00000227343.1	0	0	1	0	0	0
ENSG00000252597.1	0	0	0	0	0	0
ENSG00000207282.1	0	0	0	0	0	0
ENSG00000149474.14	830	772	850	803	1197	782
ENSG00000232838.4	40	39	24	26	37	31
ENSG00000232943.1	0	0	0	0	0	0
ENSG00000266720.2	1	2	0	5	3	2
ENSG00000252635.1	0	0	0	0	0	0
ENSG00000287954.1	0	0	0	0	0	0
ENSG00000125846.16	697	791	713	839	1107	938
ENSG00000230010.2	0	1	0	0	0	0
ENSG00000199719.1	0	0	0	0	1	0
ENSG00000237259.1	0	0	0	0	0	0
ENSG00000237282.3	0	0	0	0	0	0
ENSG00000089091.16	89	172	160	160	136	129
ENSG00000236474.1	10	6	0	9	1	4
ENSG00000252422.1	0	0	0	0	0	0
ENSG00000132664.12	510	437	558	1016	944	750
ENSG00000265137.3	3	7	0	11	10	2
ENSG00000225419.1	4	0	4	0	3	1
ENSG00000089050.16	1037	791	1072	1403	1391	941
ENSG00000214612.3	1	5	1	1	1	0
ENSG00000101310.17	1674	1365	2385	3058	2886	2585
ENSG00000232388.5	671	559	556	614	767	547
ENSG00000284776.1	0	0	0	0	0	0
ENSG00000125821.13	516	390	379	640	594	565
ENSG00000243702.3	1	2	0	2	9	0
ENSG00000221806.1	0	0	0	0	0	0
ENSG00000232136.2	0	0	0	0	0	0
ENSG00000233993.1	0	0	0	0	0	0
ENSG00000233324.1	0	0	0	0	0	0
ENSG00000179935.10	1	0	1	1	0	0
ENSG00000273148.1	67	45	92	17	61	41
ENSG00000149443.7	0	0	0	0	0	0
ENSG00000132631.6	0	0	0	0	0	0
ENSG00000274863.1	0	0	0	0	0	0
ENSG00000287430.1	0	31	7	15	16	17
ENSG00000185052.13	23	1758	607	1790	2414	1004
ENSG00000235996.1	0	7	0	0	0	2
ENSG00000179447.2	0	0	0	0	0	0
ENSG00000232675.7	0	2	0	1	2	0
ENSG00000268628.2	1	6	3	3	18	25
ENSG00000132669.14	8576	4876	3990	7664	9577	6531
ENSG00000236992.2	16	13	5	17	19	6
ENSG00000173418.12	2098	1780	1946	2759	3043	2419
ENSG00000101343.15	2032	2307	2479	2247	2886	2046
ENSG00000089101.19	0	3	0	0	3	2
ENSG00000241054.1	0	0	0	0	0	0
ENSG00000225417.1	0	0	0	0	0	0
ENSG00000229500.1	0	0	0	0	0	0
ENSG00000243810.1	0	0	0	0	0	0
ENSG00000264879.2	0	0	0	0	0	0
ENSG00000280229.1	0	0	0	0	0	0
ENSG00000173404.5	0	1	9	1	5	3
ENSG00000188559.15	1349	1783	1286	1087	1843	1078
ENSG00000213384.2	0	0	0	0	0	0
ENSG00000270793.1	0	0	0	0	0	0
ENSG00000278525.1	0	0	0	0	0	0
ENSG00000225803.1	0	0	0	0	0	0
ENSG00000234104.1	0	0	0	0	0	0
ENSG00000225127.3	0	0	0	0	0	0
ENSG00000283405.2	0	0	0	0	0	0
ENSG00000235065.1	4	7	15	6	7	5
ENSG00000088970.16	1829	2870	1589	803	1545	1373
ENSG00000199509.1	0	0	0	0	0	0
ENSG00000228604.3	0	0	0	0	0	0
ENSG00000232712.6	0	1	0	0	0	0
ENSG00000214535.3	25	25	29	26	50	14
ENSG00000226875.1	0	0	0	0	0	0
ENSG00000275457.1	43	47	24	19	53	23
ENSG00000088930.8	7067	7648	6337	7071	10156	7226
ENSG00000125816.5	0	0	0	0	0	0
ENSG00000225280.7	0	0	0	1	0	0
ENSG00000223128.1	0	0	0	0	1	0
ENSG00000226405.1	0	0	0	0	0	0
ENSG00000278041.1	0	14	2	11	1	3
ENSG00000227693.1	0	0	0	0	0	0
ENSG00000125820.6	0	0	0	0	0	0
ENSG00000258197.1	0	0	0	0	0	0
ENSG00000233492.2	0	0	0	0	0	0
ENSG00000279082.4	0	0	0	0	0	0
ENSG00000280350.1	0	0	0	0	0	0
ENSG00000278410.1	0	0	0	0	0	0
ENSG00000125813.14	0	0	0	0	0	0
ENSG00000233015.1	0	0	0	0	0	0
ENSG00000227063.5	12853	11756	7964	11023	14193	9326
ENSG00000238034.1	0	0	0	0	0	0
ENSG00000234435.3	0	0	0	0	0	0
ENSG00000234862.1	0	0	0	0	0	0
ENSG00000225321.2	0	0	0	0	0	0
ENSG00000225170.2	7	3	1	12	14	12
ENSG00000270838.1	0	0	0	0	0	0
ENSG00000204684.4	0	0	0	0	0	0
ENSG00000259974.3	0	0	0	0	0	121
ENSG00000125798.15	0	1	0	0	0	39
ENSG00000237396.1	0	0	0	0	0	0
ENSG00000230400.3	0	0	0	0	0	0
ENSG00000283072.3	0	0	0	0	0	0
ENSG00000215553.3	0	0	0	0	0	0
ENSG00000213882.2	0	0	0	0	0	0
ENSG00000228935.1	0	0	0	0	0	0
ENSG00000230492.1	0	0	0	0	0	0
ENSG00000234646.7	0	0	0	0	0	0
ENSG00000132671.6	0	0	0	0	0	0
ENSG00000178726.7	15	18	4	6	2	181
ENSG00000279447.1	0	0	0	0	0	0
ENSG00000125810.10	0	4	0	0	0	0
ENSG00000233746.2	0	0	0	0	0	0
ENSG00000279164.1	1	0	0	0	0	0
ENSG00000201527.1	0	0	0	0	0	0
ENSG00000230387.4	0	0	0	0	0	0
ENSG00000277901.1	0	0	0	3	0	1
ENSG00000234832.1	1	8	13	6	5	15
ENSG00000132661.4	327	254	287	484	428	421
ENSG00000232645.5	7	1	16	1	12	6
ENSG00000125812.16	1194	1043	1235	1445	1351	1319
ENSG00000125814.17	587	674	744	1101	1085	900
ENSG00000201728.1	0	0	0	2	4	1
ENSG00000125823.12	0	0	0	0	0	0
ENSG00000125831.10	0	3	0	0	0	1
ENSG00000273838.2	0	0	0	0	0	0
ENSG00000200208.1	0	0	0	0	0	0
ENSG00000226344.1	0	0	0	0	0	0
ENSG00000260202.2	0	0	0	0	0	0
ENSG00000276638.1	0	0	0	0	0	0
ENSG00000125815.9	0	0	0	0	0	0
ENSG00000204663.9	0	0	0	0	0	0
ENSG00000204662.2	0	0	0	0	0	0
ENSG00000101435.5	0	0	0	0	0	0
ENSG00000204658.5	0	0	0	0	0	0
ENSG00000173335.5	0	0	3	0	0	0
ENSG00000101439.9	10196	11725	7952	7419	10375	7578
ENSG00000270001.1	13	17	2	32	48	9
ENSG00000225056.1	0	0	0	0	0	0
ENSG00000286117.2	0	0	0	3	0	0
ENSG00000101441.5	11	70	0	32	1	149
ENSG00000232595.1	0	0	0	0	0	0
ENSG00000286270.2	0	0	0	0	0	0
ENSG00000170373.9	181	691	26	25	41	231
ENSG00000277975.1	0	0	0	0	0	0
