GeneID	GSM8290288	GSM8290289	GSM8290290	GSM8290291	GSM8290292	GSM8290293	GSM8290294	GSM8290295	GSM8290296	GSM8290297
100873933	0	0	0	0	0	0	0	0	0	1
109729128	0	0	0	0	0	0	0	0	0	1
400765	0	0	0	0	0	0	0	0	0	1
100616452	0	0	0	0	0	0	0	0	0	0
406928	0	0	0	0	0	0	0	0	0	0
729987	0	0	0	0	0	0	0	0	3	0
51375	61	295	24	186	690	377	175	559	297	597
163404	0	0	0	0	0	0	0	0	0	0
100129620	0	0	0	0	0	0	0	0	0	0
9890	0	5	1	13	25	14	10	51	12	89
107985093	0	1	0	0	3	0	0	1	0	0
101928270	0	0	0	0	0	0	0	0	0	1
54873	128	310	47	218	741	366	111	550	192	633
391059	45	181	48	74	223	150	150	182	162	284
178	274	187	210	217	202	180	259	236	142	223
23443	71	176	71	170	222	139	237	166	142	230
64645	145	251	129	209	259	341	371	396	417	383
163786	177	268	179	219	232	221	386	270	281	262
54482	67	209	115	170	216	121	278	152	88	220
127495	43	45	16	29	46	26	39	26	23	43
1629	57	233	66	224	327	196	207	212	233	230
100506007	8	14	18	14	16	5	11	7	14	12
8634	318	514	309	477	612	475	670	621	664	593
693138	0	0	0	0	0	0	0	0	0	0
8556	49	118	82	82	91	62	132	94	55	58
105379827	0	0	0	0	0	0	4	2	1	1
54112	37	137	15	85	119	63	7	13	9	4
100128787	0	0	0	0	0	0	0	0	0	0
7412	2664	7084	665	2216	2785	1938	1167	1537	1497	1508
2135	60	233	63	91	392	149	121	215	131	310
148867	63	195	93	105	185	236	265	276	248	355
51611	259	465	219	301	556	459	504	621	617	592
102606465	19	61	29	45	147	53	78	115	58	143
107985094	0	0	0	0	0	0	0	0	0	0
101928334	1	26	0	3	18	5	1	14	2	9
101928370	3	11	2	2	24	15	12	21	8	32
1901	161	714	75	341	728	704	387	777	387	884
102723784	0	3	0	0	1	3	1	2	1	0
104355286	0	0	0	0	0	0	0	0	0	0
105378872	0	0	0	0	0	0	0	0	0	0
118427	0	0	3	0	4	1	0	0	8	0
94236	0	0	0	0	0	0	0	0	0	0
107985095	0	0	0	0	0	0	0	0	0	0
105378874	0	0	0	0	0	0	0	0	0	0
112268286	0	0	0	0	0	0	0	0	0	0
107985096	0	0	0	0	0	0	0	0	0	0
1301	36	1437	69	220	2105	682	587	785	304	5807
101928436	1	8	0	1	2	0	0	1	0	0
55599	44	87	69	95	119	45	104	51	64	69
280	65	377	267	469	589	162	307	130	101	299
648740	2	6	1	5	5	1	2	0	2	1
279	1	8	6	10	16	3	10	3	6	7
276	3	19	10	24	27	12	13	3	3	14
277	1	10	2	12	10	7	5	1	3	4
105378878	0	0	0	0	0	0	0	0	0	0
278	3	21	9	23	28	11	13	4	3	15
100129138	0	1	0	0	0	0	0	0	0	0
105378879	0	0	0	0	0	0	0	0	0	0
105378880	1	0	0	0	0	0	0	0	0	0
105378881	0	0	0	0	0	0	0	0	0	0
101928476	0	0	0	0	0	0	0	0	0	0
105378882	0	0	0	0	0	0	0	0	0	0
105378883	0	0	0	0	0	0	0	0	0	0
105378884	0	0	0	0	0	0	0	0	0	0
107985116	0	0	0	0	0	0	0	0	0	0
105378886	0	0	0	0	0	0	0	0	0	0
105378885	0	0	0	0	0	0	0	0	0	0
105378887	0	0	0	0	0	0	0	0	0	0
105378889	0	0	0	0	0	0	0	0	0	0
105378888	0	0	0	0	0	0	0	0	0	0
55170	109	189	65	94	165	150	228	185	178	156
22854	4	6	2	7	50	7	3	18	13	13
10451	164	163	168	153	307	184	232	247	228	293
102465839	0	0	0	0	0	0	0	0	0	0
100873946	0	1	1	1	0	0	0	0	0	4
107985124	5	11	7	12	5	17	16	2	11	12
29957	31	179	24	160	156	284	224	251	250	257
148545	0	2	3	3	0	0	1	3	1	4
653149	0	5	3	4	11	0	1	8	11	6
284611	113	206	96	163	339	356	373	330	402	407
113802	224	232	220	201	198	236	305	282	213	182
105378890	4	3	3	2	2	3	8	4	3	4
55119	392	847	560	740	752	599	1181	718	526	799
163479	0	0	0	0	0	0	0	0	0	0
6814	111	346	185	303	400	379	517	436	376	463
105378891	0	0	3	1	1	0	0	1	0	0
254268	0	4	3	2	9	0	0	2	1	9
642864	0	0	0	1	1	0	0	0	0	0
107985159	0	0	0	0	0	0	0	0	0	0
29899	322	310	268	385	401	217	438	263	175	233
23155	249	319	199	273	394	275	327	312	247	284
22911	38	73	40	86	146	110	87	157	105	112
6884	13	57	4	22	48	69	88	129	107	117
105378892	1	0	0	2	2	1	3	1	4	0
56900	428	681	260	510	731	802	675	932	940	906
677766	12	23	10	3	6	9	5	3	17	14
127003	1	0	1	0	2	0	0	0	0	0
57535	99	17	18	47	10	14	14	42	36	112
6301	1102	1314	571	1393	2025	1330	1428	1676	1742	1678
1952	22	32	9	12	63	21	15	34	12	35
84722	217	85	314	223	130	129	185	94	51	81
343263	1	2	0	0	0	1	0	1	0	0
6272	971	724	504	853	1403	821	603	649	997	1080
5686	808	1088	489	939	1105	1601	1999	1853	3121	1450
284612	99	5	1	2	22	18	2	10	11	10
127002	49	52	61	80	99	76	95	77	81	80
284613	126	184	123	256	221	177	229	256	216	299
57463	37	33	13	60	129	46	27	20	30	15
105378893	0	0	0	0	0	0	0	0	0	0
83873	0	0	0	0	0	0	0	0	2	0
2773	793	1025	554	773	984	1084	1262	1553	1334	1337
406974	1	2	0	1	1	1	1	1	1	0
2780	0	2	2	1	3	1	1	1	3	2
271	413	475	445	553	1168	487	711	762	618	778
2948	176	240	79	131	494	250	238	270	407	236
2946	240	312	125	380	1354	207	127	187	143	217
2944	97	116	62	118	1191	59	45	62	50	84
2949	71	113	22	41	537	40	3	102	15	11
2947	213	274	64	325	890	173	151	271	183	195
79574	0	0	0	0	0	0	0	0	0	0
107985167	0	0	0	0	0	1	0	0	1	0
1435	339	1399	163	646	1713	1386	731	1377	1346	1813
10768	668	1008	386	772	1483	1191	1099	1386	1582	1497
85369	198	330	257	334	458	336	489	374	354	399
105378895	0	3	0	0	0	0	1	0	0	0
257	6	17	4	13	22	16	9	29	7	27
104355139	1	1	0	0	0	4	2	0	5	3
164153	3	6	0	5	8	13	5	16	10	5
388662	0	2	0	2	5	7	3	14	9	42
105378897	0	0	0	0	0	0	0	0	0	0
100873974	2	1	0	3	4	2	2	3	0	5
3749	59	95	20	82	173	51	70	102	84	209
440600	9	10	4	6	4	4	14	6	15	3
64783	149	210	142	141	174	164	283	206	184	187
9122	27	86	26	61	215	156	55	150	106	93
10542	1081	1036	592	915	1042	1139	1188	1543	2055	1165
101410535	5	9	6	6	6	6	9	1	10	1
84432	0	1	3	13	10	1	2	5	0	1
105378899	0	0	0	0	0	0	0	0	0	0
105378898	0	0	0	0	0	0	0	0	0	0
643160	0	0	0	0	0	0	0	0	0	0
440602	0	0	0	0	0	0	0	0	0	0
3744	0	0	0	0	0	1	1	0	0	0
3737	7	35	11	20	28	22	49	28	50	2
107985174	1	5	8	2	1	13	25	3	27	18
3738	54	204	63	117	60	208	333	262	149	96
105378901	0	0	0	0	0	2	1	1	1	0
963	1928	2992	815	1787	1538	6331	5194	5238	8856	5946
55791	46	131	91	117	98	132	224	161	144	138
128338	441	1417	275	631	940	1042	1207	1297	1558	1266
10390	230	773	293	409	638	526	777	681	583	554
79961	288	608	270	512	324	789	827	796	1038	678
107985180	2	3	0	2	0	2	4	3	6	4
1117	121	2752	37	254	3952	1116	1938	13281	2854	1572
149620	0	2	0	0	2	0	0	5	6	0
27159	0	6	0	0	10	0	0	0	4	0
105378903	0	0	0	0	0	0	0	0	0	0
128344	2	9	0	5	26	7	2	35	5	15
105378904	0	0	0	0	3	0	0	0	0	0
441897	0	0	0	0	0	0	0	1	0	1
5016	12	25	16	52	80	13	25	45	17	41
79084	307	419	250	310	476	345	472	516	501	463
515	1926	2171	1004	1678	1961	2030	2605	2848	3450	2090
128346	2027	1851	1312	1416	999	2092	2051	1766	2654	2203
57413	109	173	98	88	89	61	59	39	42	105
140	134	193	14	58	120	75	39	96	66	115
5906	784	1498	717	1257	1131	1582	1990	1849	1796	1469
100129269	3	19	16	10	23	13	41	19	27	24
107985184	5	8	4	5	5	11	10	10	5	8
55924	228	292	125	227	168	266	129	350	140	371
100506343	1	2	2	4	3	5	4	7	7	6
101928718	1	2	2	5	4	4	3	8	7	9
11218	83	117	95	129	160	154	245	172	148	171
3752	13	24	10	16	29	52	24	26	49	55
100874295	0	0	0	0	0	0	0	0	0	0
100873995	0	0	0	0	0	0	0	0	0	0
643355	5	3	3	1	14	9	0	0	5	8
105378906	0	0	0	0	0	0	0	0	0	0
105378909	28	21	10	28	63	22	7	10	5	19
55917	47	185	21	70	271	331	237	398	370	447
100422976	0	0	0	0	0	0	0	0	0	0
7482	41	80	25	49	206	67	64	105	54	122
54879	72	117	51	103	205	101	101	127	116	155
829	2346	2353	1621	1971	2035	3060	3609	3665	3467	2977
4343	707	1696	345	1265	3049	1700	1559	2781	2559	3078
389	641	1656	177	1073	3121	1409	1013	2864	2503	2856
333926	33	42	16	10	41	15	17	33	34	23
105378910	0	0	0	0	0	0	0	0	0	0
284467	1	3	0	0	0	0	0	10	1	3
100996702	14	2	6	7	12	4	6	3	6	7
105378912	4	3	1	3	4	2	2	3	4	3
105378911	0	1	1	0	3	0	0	0	0	0
113218506	0	0	0	0	0	0	0	0	0	0
6566	169	295	123	208	433	289	377	415	277	384
246182	0	0	0	0	0	0	0	0	0	0
100506392	4	7	1	2	6	20	13	11	9	10
107985189	0	1	1	1	9	1	3	3	0	0
100996251	1	2	2	14	5	0	2	6	3	4
9860	72	201	92	188	280	118	205	186	111	243
643441	0	0	0	0	0	0	1	0	2	0
260425	9	38	12	26	72	27	41	56	18	64
10745	85	197	111	123	207	198	259	257	210	410
54665	151	255	164	195	244	198	269	244	179	247
100287722	30	74	65	78	70	69	113	78	47	63
26191	92	220	201	264	254	335	499	332	319	298
440603	241	12	188	233	85	46	71	25	5	22
10717	228	363	455	462	421	285	557	294	225	324
64858	174	182	111	215	85	137	313	126	238	151
101928846	19	22	26	13	11	2	24	7	4	4
204851	447	708	571	988	839	629	1006	765	507	701
56944	497	4184	137	1363	2918	2548	999	3776	1857	5674
148281	1	41	1	5	22	3	2	11	11	19
107985443	0	0	0	0	0	0	0	0	0	0
51592	381	649	541	478	438	426	869	427	383	533
105378913	0	0	0	0	1	2	2	1	0	0
10286	209	360	177	260	381	419	460	586	518	382
105378914	0	0	4	0	0	0	1	0	0	1
163259	82	72	90	35	105	46	58	46	27	24
270	266	157	39	67	40	161	157	40	24	0
4893	431	755	421	434	561	704	1122	1131	1140	798
7812	3834	5122	2160	4519	5928	5409	5491	5926	6758	5644
80143	121	208	135	234	319	258	358	409	317	326
6847	0	0	0	1	1	0	0	0	0	0
105378915	0	0	0	0	2	0	1	1	0	0
7252	0	1	0	0	4	0	1	0	0	0
10100	321	62	217	264	379	113	113	231	90	371
105378916	15	0	5	15	7	2	3	3	1	3
112840934	0	0	0	1	2	0	0	0	0	0
4803	3	29	1	7	36	85	9	90	28	31
112268234	0	0	0	0	0	0	0	0	0	0
112268287	0	0	0	0	0	0	0	1	0	0
81839	106	143	102	153	151	149	193	209	135	193
845	110	26	2	77	79	86	17	27	1	17
4808	0	1	0	0	0	0	0	0	0	6
101928995	0	0	0	0	0	0	0	0	0	1
101928977	4	0	1	1	0	1	0	0	0	0
55356	169	83	243	148	106	184	207	79	150	194
126868	0	2	3	2	0	0	1	0	2	0
105378918	0	0	0	0	0	0	0	0	0	0
107985190	0	1	0	0	4	0	0	0	0	0
105378919	0	0	0	0	0	0	0	0	0	0
105378920	0	0	0	0	0	0	0	0	0	0
476	1356	1934	749	1753	2947	2397	2413	3306	3238	3556
84852	344	549	251	568	858	646	745	1053	950	1002
101929023	1	7	5	3	7	4	7	1	7	4
112268235	31	31	169	87	54	27	217	26	44	60
965	400	384	361	438	370	568	839	615	1022	867
105378925	1	6	15	6	0	4	17	6	2	7
100616384	0	0	0	0	0	1	0	0	1	0
3321	29	108	32	59	612	102	59	115	65	104
105378924	0	0	0	0	2	1	2	4	1	1
100302117	0	0	0	0	0	0	0	0	0	0
388667	0	0	0	0	0	0	0	0	0	0
105378926	0	0	0	0	0	0	0	1	0	0
914	147	712	87	427	263	1624	2415	1696	2196	1047
105378927	0	0	0	0	0	0	0	0	0	0
5738	30	121	11	47	224	179	112	221	140	410
9398	223	182	100	142	222	219	162	235	175	351
101929099	27	11	5	16	10	13	12	14	11	6
8458	119	142	138	180	135	119	302	134	80	92
100126331	0	0	0	0	0	0	0	0	0	0
80263	52	96	56	79	119	30	49	24	7	50
79679	2	4	0	2	0	0	0	0	1	0
104355292	0	0	0	0	0	0	0	0	0	0
10905	132	464	124	274	559	391	322	513	353	509
100996263	0	0	0	0	0	0	0	0	0	0
54855	3939	4001	1753	4993	1089	1706	4568	1351	1113	413
105378929	4	1	0	0	0	0	0	0	0	0
54834	97	151	71	134	149	214	235	241	198	193
10885	92	204	57	131	254	143	219	197	191	193
200162	1	18	2	5	14	13	12	17	9	41
105378930	0	0	0	0	0	0	0	0	0	0
107985447	0	0	0	2	0	0	0	0	0	0
6913	48	196	5	95	232	64	23	120	29	136
105378933	0	0	0	0	0	0	0	1	0	0
107985191	0	0	0	0	0	0	0	0	0	0
10352	95	104	60	123	168	103	153	144	163	161
104472716	0	2	0	0	5	2	0	1	0	0
101929147	44	99	62	90	167	44	130	77	38	136
107985192	1	3	4	6	14	3	7	1	1	4
105378934	0	0	0	0	3	0	0	0	1	0
51179	1	1	0	0	3	1	0	3	0	0
100874270	0	0	0	0	0	0	0	1	0	0
3284	0	2	0	0	0	0	0	0	0	2
105378935	0	1	0	0	0	1	0	0	0	0
3283	0	0	0	0	0	0	0	0	0	0
128102	0	1	0	3	0	1	0	0	0	1
644242	1	13	0	9	33	13	17	15	8	41
90874	20	68	6	20	74	97	98	131	162	136
105378937	0	0	0	0	0	0	0	2	0	0
26227	209	238	89	203	624	283	101	292	113	98
105378936	0	3	0	0	4	3	2	1	0	0
3158	17	0	0	0	0	0	0	0	0	0
83998	0	0	0	0	0	0	0	1	0	2
105378938	0	0	0	0	0	0	3	0	0	0
343505	0	0	0	0	0	0	0	1	2	1
11085	0	0	0	0	0	0	0	0	0	0
4853	503	1212	402	820	2604	1779	1571	1920	1752	2278
101929178	1	4	0	3	4	1	1	2	1	1
105378939	1	2	0	1	1	0	2	1	8	0
105378940	0	0	0	0	3	0	0	0	3	2
9554	470	820	348	632	1131	1376	1574	1529	1628	1638
107985522	1	6	1	2	10	3	6	5	3	8
105378941	3	5	1	3	26	7	1	12	18	12
105378954	101	94	40	158	211	102	91	150	182	130
101929788	0	0	0	0	0	0	0	0	0	0
728841	49	290	131	264	472	256	347	242	253	366
107985523	0	0	0	0	0	1	0	1	0	1
767846	5	12	2	23	31	6	9	8	10	13
100996724	43	76	15	89	327	233	165	167	302	267
107985524	2	8	3	11	59	32	18	11	24	21
105378944	0	0	0	0	0	0	1	1	1	0
105378943	1	3	1	2	0	1	1	1	3	0
101929796	9	17	13	23	44	23	16	9	53	34
101060684	42	220	90	229	464	198	263	186	196	325
107985762	0	0	0	1	0	0	0	0	0	0
101954277	3	37	4	1	0	9	1	1	2	1
653505	1	0	2	1	0	0	2	0	1	1
728855	363	448	366	389	257	325	374	532	415	331
100996720	43	51	19	47	35	48	35	69	70	47
101954264	7	25	2	0	2	5	3	4	0	2
107985763	1	7	6	3	4	4	10	0	3	10
105369199	2	6	3	6	2	0	3	4	0	1
101929798	0	1	2	1	1	4	2	0	0	0
107985748	0	0	0	0	0	0	0	0	0	0
107985749	0	0	0	0	0	0	0	0	0	0
107985750	0	0	0	0	0	0	0	0	0	0
106479023	0	2	0	1	1	4	4	7	2	1
2210	25	101	124	60	112	472	897	352	740	725
100996318	0	2	4	1	5	16	36	12	16	30
337875	0	1	0	1	1	1	1	4	1	2
653820	118	158	138	124	37	54	238	37	27	31
653464	75	214	63	154	283	198	251	230	166	273
107985193	1	1	1	0	0	0	0	1	2	4
100873165	0	1	1	0	0	2	1	0	2	0
107985194	5	17	3	5	52	7	7	9	3	4
647121	37	19	23	21	29	21	31	26	28	13
107985195	0	3	0	1	0	6	1	2	1	3
101929814	0	2	0	0	13	0	0	0	0	0
105371172	0	0	0	0	0	0	0	0	0	0
105371175	0	5	4	6	3	2	0	0	4	3
107985200	15	6	2	4	20	9	3	42	16	26
107985201	6	3	0	2	9	6	2	4	6	8
101927452	0	0	0	0	14	0	0	0	0	0
112268275	0	0	0	0	0	0	0	0	0	0
112268273	0	0	0	0	0	0	0	0	0	0
100189261	0	0	0	0	0	0	0	0	0	0
101954269	0	0	0	0	0	0	0	0	0	0
26863	32	20	22	6	5	8	3	4	27	10
791227	0	0	0	0	0	0	0	0	0	0
105369140	1	0	0	0	0	0	0	0	0	0
100189142	1	5	0	2	0	0	1	1	1	1
100189326	0	0	0	0	0	0	0	0	0	0
199882	3	1	2	0	2	6	4	5	5	3
100189356	0	0	0	0	0	0	0	0	0	0
338391	2	1	1	3	1	30	30	17	44	19
100132417	29	43	50	19	64	494	774	312	642	584
440686	10	16	3	3	20	34	38	31	70	59
105371209	0	0	0	0	0	0	0	0	0	0
554282	101	98	98	91	35	43	290	38	32	34
100996712	14	44	9	23	65	59	53	74	58	93
105371207	1	0	0	0	0	0	0	0	0	0
105371206	2	2	6	0	3	2	0	0	2	1
100996732	6	5	2	2	21	7	3	18	11	24
101060524	0	0	0	0	0	0	0	0	0	0
101927333	1	1	1	3	13	0	1	0	0	0
105371196	0	0	0	0	1	0	0	0	0	0
730262	0	2	1	3	3	1	2	2	1	0
105373467	1	8	3	2	2	8	3	0	2	4
101954267	1	5	0	0	1	3	0	0	0	1
100189323	0	1	2	2	1	0	2	1	2	0
284565	30	270	92	216	509	182	225	282	154	369
105371211	0	0	0	0	1	0	0	0	0	0
6063	0	0	0	0	0	0	0	0	0	0
105379574	1	5	0	1	0	2	0	0	0	0
100189127	0	0	0	0	0	0	0	0	0	0
728945	0	1	1	3	3	1	2	1	0	0
101929826	1	1	1	2	13	0	1	0	0	0
105371214	0	0	0	0	1	0	0	0	0	0
105371215	0	0	0	0	0	0	0	1	0	0
101927429	0	0	0	0	0	0	0	0	0	0
1818	0	0	0	0	0	0	0	0	0	0
645166	7	7	3	0	16	5	2	27	9	18
105371216	2	1	6	0	3	0	0	0	1	0
105371217	1	0	0	0	0	0	0	0	0	0
107985528	1	1	0	0	0	0	0	1	1	0
647135	36	161	43	77	212	130	148	225	137	275
107985595	0	0	0	0	0	0	0	0	0	2
728833	110	89	132	121	48	58	187	40	30	48
105371219	0	1	0	2	1	1	1	0	0	2
107985754	0	1	0	0	0	1	1	0	0	0
101929805	2	4	1	5	3	6	3	0	2	7
107985614	0	0	0	0	0	0	0	0	0	0
107985615	1	7	0	3	0	1	2	3	4	2
103091866	99	166	151	169	218	146	198	178	113	225
100996740	36	81	21	35	42	72	44	93	79	56
645142	0	1	1	3	1	0	2	2	1	0
101954266	4	20	0	0	0	17	4	1	0	3
7214	0	0	1	0	0	0	0	1	1	0
100288142	30	171	69	116	272	166	166	207	121	222
105371312	3	3	1	5	7	5	2	4	3	4
105371288	2	5	2	2	2	4	6	5	0	3
107985755	1	0	0	1	1	0	0	0	0	0
107985751	0	0	0	0	0	0	0	0	0	0
101929780	27	140	47	116	263	128	155	169	113	184
653519	166	271	191	237	216	189	339	256	258	239
5174	3	10	16	24	5	6	13	6	9	14
11126	35	114	37	46	29	25	46	60	20	16
27246	781	723	588	699	920	655	999	726	807	868
10623	415	485	303	505	402	396	659	446	538	389
200035	80	143	91	135	326	118	145	170	110	196
10401	89	239	114	262	697	265	242	393	215	460
102466191	0	0	0	0	2	0	0	0	0	1
148741	76	67	21	127	419	73	28	100	94	122
107985593	0	2	0	17	22	0	2	4	2	6
8515	43	311	127	1954	4063	132	136	479	102	457
8799	215	311	160	235	392	334	351	411	389	367
114814	53	66	41	51	75	69	91	82	72	68
9939	1213	1157	842	1033	1299	1090	1622	1389	1583	1102
105371260	136	152	80	128	154	169	213	182	243	159
128077	513	755	286	517	1123	614	634	923	783	887
84265	680	748	434	710	906	653	709	814	865	686
284615	10	7	5	26	29	21	7	25	11	15
10628	16352	22529	3281	15468	21304	12718	8741	8974	8962	13831
148738	231	0	0	0	1	16	1	38	0	0
100189384	0	1	0	0	0	0	2	0	0	0
100189064	0	0	0	0	1	0	1	0	0	0
100188991	0	0	0	0	0	0	0	0	0	0
100189198	0	0	1	0	2	0	0	0	0	0
107985594	0	1	0	0	0	1	1	1	0	0
101954276	1	18	0	0	0	3	2	0	0	0
101928979	0	2	0	0	3	0	0	0	1	1
100132406	172	572	186	455	930	581	655	717	522	664
388677	224	246	98	227	471	360	338	523	942	260
105371254	2	6	2	13	10	4	7	8	18	5
170688	332	420	219	476	520	192	495	204	155	176
102724364	160	184	135	164	237	227	253	273	447	247
105371242	6	16	66	44	26	3	49	13	11	8
107985756	0	0	1	0	1	0	0	0	1	0
112268274	2	5	0	0	0	6	5	1	1	0
100996756	44	113	16	110	7	58	60	35	43	40
105371235	0	1	0	0	3	1	2	2	0	0
105371233	0	0	0	0	0	0	0	0	0	0
107985591	0	0	0	0	0	0	0	0	1	0
100288805	1	13	1	5	2	2	9	12	4	29
149013	86	294	123	282	445	197	328	216	147	255
728989	1	1	1	2	2	10	27	1	12	1
105371231	0	0	0	2	0	0	2	0	8	0
100189334	0	0	0	0	0	0	0	0	0	0
101447996	0	2	0	0	0	0	0	0	0	1
644861	0	0	0	0	1	0	0	0	0	2
5565	83	176	111	209	317	147	241	153	127	345
9557	532	433	547	517	466	431	716	447	448	478
171423	114	176	60	88	192	254	206	265	269	336
2330	39	60	39	61	61	48	47	79	61	64
100289211	2	0	0	0	1	0	0	0	0	0
607	26	107	31	86	245	66	71	130	79	151
51205	253	112	163	151	249	117	184	135	161	149
102723321	0	0	0	0	0	0	0	0	0	0
105371230	0	0	0	0	0	0	0	0	0	0
2702	29	160	31	111	302	200	171	393	240	336
2703	0	0	0	0	0	0	0	0	0	2
105371229	0	1	0	0	1	0	1	0	1	2
51463	118	284	172	229	213	206	300	169	175	173
100034743	0	2	1	5	6	2	3	1	3	6
105371228	8	41	16	19	20	10	29	6	4	11
100189140	1	0	0	1	2	0	0	0	0	0
26864	25	13	13	8	3	8	2	4	27	9
100189193	0	0	0	0	0	0	0	0	0	0
728920	2	1	0	6	2	10	21	4	13	10
200030	62	218	116	210	307	156	398	177	130	229
105371227	20	10	6	11	10	1	13	3	4	2
100505824	0	0	0	0	0	0	1	0	0	0
101927468	1	9	0	4	1	8	2	9	5	7
100189056	0	2	0	0	0	0	0	0	0	0
105371226	2	1	1	0	0	0	0	2	1	0
284561	0	2	0	1	0	0	0	11	0	4
100189307	0	0	0	0	0	0	0	0	0	0
105371225	1	2	1	0	0	0	0	3	0	1
100189174	0	0	0	0	0	0	0	0	0	0
100188998	0	0	0	0	0	0	0	0	0	0
100847044	2	1	1	1	0	0	1	0	0	0
101954273	0	0	0	0	0	0	0	0	0	0
102466225	0	1	0	0	0	0	0	0	0	0
100132057	18	21	21	32	34	26	26	15	18	22
101954272	0	7	2	0	1	1	0	1	0	6
107985525	0	1	2	3	0	0	2	0	0	0
388685	107	128	109	182	177	116	200	137	148	172
105371224	26	42	15	30	98	71	74	74	92	63
644591	0	1	1	2	0	1	3	2	3	1
100189005	0	1	0	0	1	0	0	0	0	1
25832	227	700	225	531	1205	749	794	866	641	838
100996763	210	228	115	226	415	189	279	422	700	228
105371223	2	3	1	7	7	3	5	7	13	3
105371222	0	1	0	0	0	0	0	0	1	0
440672	504	611	322	720	864	279	759	308	234	289
100996517	37	69	37	73	96	93	97	108	137	93
9659	500	362	80	329	1052	1188	1026	1061	1811	1504
112268272	44	75	43	129	163	68	60	58	74	115
400818	48	179	57	173	310	139	197	191	171	261
101929790	0	0	0	0	1	0	1	0	1	0
102723348	0	1	0	2	0	1	2	0	0	0
653513	258	141	17	100	622	545	298	513	1605	481
100996716	49	73	60	85	117	111	117	126	169	100
105371403	0	2	0	0	6	1	1	1	1	0
100996717	249	262	140	354	494	304	356	520	1107	267
101060226	130	468	184	450	803	633	648	725	589	532
107985752	0	0	0	0	0	0	0	0	0	0
653598	4	8	32	24	7	4	24	6	5	5
57234	247	299	228	284	283	322	331	405	404	279
100189257	0	1	1	1	4	2	3	1	1	1
112268236	6	8	10	7	12	10	11	13	9	11
644634	59	67	85	64	84	52	85	77	41	78
107985753	0	0	0	0	0	0	0	0	0	0
100189228	0	0	0	0	0	0	0	0	0	0
102723955	10	6	9	6	5	23	15	3	13	24
105371406	4	3	1	1	1	1	5	2	2	3
100189059	0	0	0	0	0	0	0	0	0	0
2209	216	280	255	137	212	2632	2129	1857	4455	3079
440689	31	8	8	7	6	86	60	44	108	77
112268237	0	0	0	1	0	2	0	1	4	3
653604	3	1	1	0	2	1	2	0	0	1
8370	39	29	9	15	22	28	29	34	25	23
126961	17	2	4	2	1	1	4	1	1	1
8337	303	410	179	172	162	592	302	281	494	301
337873	27	29	7	13	10	11	14	3	10	6
723790	303	408	177	171	156	596	300	279	489	293
333932	16	1	4	2	1	1	4	1	1	0
112268238	70	149	133	92	137	113	155	141	97	78
554313	36	26	8	14	16	15	20	23	19	16
8349	167	182	130	130	165	253	202	207	94	171
8338	139	77	30	65	16	69	65	18	13	10
317772	9	11	1	1	0	17	1	2	2	0
51027	191	161	103	189	246	177	178	202	201	207
9900	133	13	96	94	177	65	33	136	35	80
10262	1151	839	525	873	1053	885	1119	1125	1124	830
10903	74	80	58	148	352	117	108	119	116	214
56957	131	306	76	311	786	172	220	218	176	270
105371427	0	1	5	0	1	2	2	2	1	0
11311	204	415	177	315	682	472	526	589	461	575
51177	769	1870	635	803	1249	3611	4258	4309	7815	2808
105371433	9	4	0	0	5	12	2	10	14	10
81611	1193	1165	922	1560	701	850	1782	754	593	509
23632	362	478	113	323	573	488	423	611	784	559
109616989	0	0	0	0	0	0	0	0	0	0
51107	900	1477	300	1031	1854	1816	1426	2122	2737	1947
79630	197	678	93	224	645	960	794	1177	2351	854
148523	5	11	8	41	164	7	19	25	18	38
105371434	0	6	0	0	0	0	0	2	0	2
54460	906	1305	546	1122	1620	1082	1328	1635	1753	1170
9129	352	598	698	802	1090	561	952	486	602	828
23248	258	324	144	280	542	341	306	397	323	320
80222	278	275	219	354	413	350	408	338	437	407
102465529	0	0	1	3	1	0	2	0	0	2
1893	163	282	42	179	1043	367	252	1477	866	2499
100874054	1	0	0	0	0	1	0	0	2	2
100289061	5	10	5	14	15	36	29	19	42	42
54507	197	205	129	280	374	655	518	248	803	499
100422997	0	0	0	1	0	0	0	0	1	0
574406	17	34	15	25	22	44	55	27	62	52
4170	3585	6982	1376	2837	3799	8881	8212	11488	10082	12598
107985203	3	5	3	3	2	5	8	3	3	6
2029	2676	2295	1410	2247	2455	2512	2960	2595	3500	2235
112268239	3	3	3	4	11	4	4	5	4	9
55204	282	341	167	267	428	260	304	321	208	303
84072	0	2	0	1	2	6	10	8	6	7
1520	4663	7401	1462	3148	2723	23934	16028	16612	33911	19522
1513	516	9175	1049	2646	46070	5536	5134	38103	32075	17881
405	487	536	372	530	728	603	673	638	627	674
100996521	0	0	0	0	0	0	0	0	0	0
107985204	0	0	0	1	2	0	0	0	0	1
9869	294	399	310	384	577	474	558	419	437	530
29956	1670	1663	691	1686	2497	1743	1732	2451	2539	2129
105371438	2	0	0	0	0	0	0	0	0	0
8416	28	30	35	71	106	46	42	54	31	67
55793	286	157	177	239	301	171	162	245	144	242
58497	210	214	142	160	328	238	272	276	248	205
149428	4	13	15	18	15	7	17	9	5	7
54964	302	400	183	373	416	372	504	534	490	461
