GeneID	GSM8428862	GSM8428863
107986263	0	0
107986264	0	0
105374511	0	1
105374513	0	0
105374514	0	0
9353	390	252
100505893	2	0
407000	0	0
105374515	0	0
133015	978	715
80333	75	59
102465859	0	0
105374516	0	0
112268323	0	1
359822	0	0
100505912	1	1
105374519	0	1
166647	1881	1659
113219450	0	0
105374520	0	1
57733	2	1
107986265	22	20
105374521	0	0
105374524	6	2
105374523	0	0
105374525	0	0
105374528	0	0
105374527	0	0
10891	81	150
693158	22	12
1665	8539	6965
107986266	38	31
6649	21	26
91050	335	301
102723675	6	6
55203	8	5
105374534	1	1
51091	508	447
285540	29	27
105374535	10	11
55300	4043	3223
29063	1175	1068
29945	2139	1799
105374536	0	0
101929161	0	0
10568	19	12
23231	433	435
102723733	1	2
105374538	5	8
389203	765	696
105374540	0	0
105374541	0	1
3516	6277	5921
105374545	1	3
105374542	0	0
886	0	1
55296	374	340
105374546	2	4
57620	1128	1039
101929199	0	0
105374547	0	0
105374548	0	0
105374549	0	1
105374550	0	0
105374552	0	0
105374553	0	0
105374557	0	2
107986269	1	0
107986268	4	0
105374556	0	0
105374558	0	1
105374559	1	0
100422937	0	0
102723764	0	0
105374561	0	0
107986221	0	0
105374562	0	0
5099	87	30
102723778	0	1
105374564	0	0
105374565	0	0
105374566	0	0
107986222	0	0
102723828	1	0
105377651	2	2
102723846	0	0
101927363	0	0
107986223	0	1
105374391	0	1
105374392	0	1
101928622	1	0
105374394	0	0
107986270	0	0
107986271	0	0
105378262	0	0
107986272	0	0
105374396	0	0
105374397	0	0
116984	453	407
439933	1	1
401124	0	5
105374399	0	0
100313806	0	0
105374400	0	0
100508631	0	0
101928721	1	0
105374402	0	0
100616435	0	0
57495	1	4
55286	148	150
768211	1435	1292
105374404	1	0
105374406	0	0
55276	3969	3096
23216	4257	3479
105374407	10	8
10744	0	1
105374408	0	0
105374409	0	3
105374410	1	0
101928776	1	2
106144599	1	0
107986224	0	0
105374411	0	1
102723415	0	1
79667	12	10
51274	1996	1697
105374413	1	0
105374412	1	1
81793	0	1
7096	16	20
10333	63	61
92689	4799	3893
693159	4	0
80008	40	54
51088	5272	5093
105374418	16	9
57728	2257	2151
5981	8206	6774
152831	29	18
100847065	0	0
6133	35500	26787
11019	564	485
401127	10	10
7358	6013	5073
100885776	82	66
201895	1273	1363
105374419	14	14
3093	7460	6644
23244	9280	8782
344967	8	5
55728	2317	1847
399	0	1
101060498	0	1
55584	2	3
54502	173	146
100616274	0	0
107986225	0	0
79730	373	408
323	1356	1154
107986273	11	7
101410542	4	2
7345	23962	17806
22998	5425	4550
105374423	3	3
105374421	52	33
8929	5	3
105374425	1	0
101927074	0	1
105374426	1	2
55161	5559	4722
285429	14	7
10463	2863	2693
389206	157	158
105374428	0	0
152573	1	0
10396	64	67
105374430	0	0
389207	0	1
105374432	0	0
105374434	0	0
105374433	4	2
105374436	7	11
105374438	0	1
100506827	14	14
386617	1	0
107986275	0	1
285525	1	3
60558	3718	2638
132789	1652	1484
105374439	6	4
112268465	0	1
105374440	0	0
105374441	0	1
2565	0	4
2555	15	7
170712	1	0
2557	2	0
2560	2	3
105374442	2	1
107986276	1	2
54951	2202	1645
107986277	1	1
57205	1261	1064
10699	15	15
105374444	0	2
105374443	1	1
102467004	0	0
101927179	211	144
152518	1213	1027
101927157	23	11
1259	35	33
152519	919	666
7294	161	199
7006	987	841
105374445	10	23
57606	6356	5411
201780	137	115
326340	399	418
285527	2078	1713
54940	7635	7082
100861517	69	72
132299	1811	1560
80157	0	2
101927209	0	0
23142	3157	2961
339977	4	6
6443	3132	2804
105377652	0	0
132671	3	6
107986279	0	0
112268466	1	1
64854	1373	1097
643783	89	80
57291	959	867
100616436	0	0
677810	32	20
100288413	23	23
107986281	1	1
152578	0	0
65997	61	55
152579	361	301
101928658	17	11
105377654	1	1
81608	4669	3440
84708	840	692
100873939	0	1
101928879	0	0
100873955	0	0
100506444	0	2
402176	7	6
26511	1756	1459
170825	50	55
5156	108	59
105377656	0	0
339978	0	1
3815	819	755
105377657	0	0
107986226	0	0
3791	135	81
79644	678	610
100506462	15	17
105377659	5	11
55858	5474	4803
9575	2048	1751
132954	0	0
10874	51	43
105377660	0	0
644145	0	0
105377661	0	0
55763	2828	2543
105377663	35	46
9662	1337	1250
57482	184	157
101928760	1	0
105377664	1	0
132949	1025	901
5471	4489	3478
100506514	8	2
10606	26011	19401
6731	15286	10718
132946	29	24
105377665	5	6
100506564	25	27
84525	68	39
105377666	1	3
105377667	4	2
105377668	0	0
6691	8	14
5978	3457	2956
84273	2592	2326
5431	10453	8875
3490	7642	7372
255130	1207	928
107986283	0	0
101928851	0	0
105377670	0	0
105377671	0	0
107986228	0	0
105377672	1	1
105377246	1	0
105377247	0	0
105377245	0	0
105377248	0	0
100616450	0	0
105377249	0	1
23284	7	6
101927186	0	0
101927145	1	0
105377253	1	0
105377254	0	0
253017	1	3
107986284	1	1
105377255	0	0
401134	0	0
105377256	0	1
2044	36	17
100144602	2	6
105377258	0	0
105377259	1	0
105377260	0	0
105377261	0	0
100302177	0	0
105377262	0	0
101927237	5	2
1060	1356	1264
26228	1	0
55236	7817	6441
550112	710	653
2798	9	13
102724780	5	1
9407	0	0
339967	1	1
644759	0	0
389208	0	0
550113	0	0
401135	0	0
100130017	0	0
401136	0	0
132724	2	3
91746	9605	7262
28983	3	5
7367	2	1
7366	2	0
7365	0	1
79799	2	0
105377265	145	111
7364	2736	1922
105377267	0	2
10720	0	1
54490	54	37
7363	0	1
10941	0	1
574537	0	1
27284	1	0
6783	1	2
1446	1	0
1447	0	0
105377269	0	0
6779	0	0
3347	0	0
3346	0	0
286828	0	0
100337616	0	0
401137	0	0
105377270	0	0
54959	0	0
260436	1	2
1448	0	0
85438	0	0
26952	0	0
10879	0	0
58503	1	0
4589	18	13
401138	1	0
258	0	0
10117	2	3
3512	0	1
101927297	1	1
57050	3162	2575
22902	1073	858
2926	5531	4445
92597	4433	3979
1633	5639	4829
8671	36	32
107986285	0	0
105377271	0	0
2638	0	3
10886	0	1
9508	1282	1375
105377273	0	0
107986286	0	0
285521	807	721
112268467	11	13
26057	5008	4041
102724832	12	11
213	3	48
174	5	2
173	0	2
728040	0	1
107986287	0	0
166824	5	5
105377272	1	0
3576	4621	3264
6372	42	37
5197	0	0
2919	6332	4067
5196	0	1
5473	0	0
6374	322	214
2921	99	65
105377275	10	7
10895	0	1
2920	698	475
105377277	0	2
441024	602	522
105377276	1	0
255324	2	2
2069	14	7
374	438	361
107986229	1	2
685	13	9
105377278	0	0
105377282	3	0
105377280	1	0
25849	157	121
100507388	1	0
107986289	1	2
105377283	0	1
100506253	9	14
441025	0	0
107986230	1	0
25898	1718	1497
152815	1212	1210
152816	36	25
8999	372	335
9908	14702	10643
8615	11188	8699
105377284	1	1
5470	1	2
105377285	0	0
27163	688	548
55153	4328	3799
101928809	1	0
4283	1	0
419	4	3
3627	8	3
6373	37	25
53371	4878	4596
950	8134	6387
100129583	12	5
105377286	1	0
100631383	536	462
8987	587	486
339965	4	3
57619	972	807
100616299	0	0
100616254	0	1
105377290	11	6
105377289	2	3
345079	54	37
107986291	57	30
105377294	44	35
55752	10344	7741
105377291	60	38
107986290	3	3
10983	14540	12774
101928864	99	40
901	4728	3894
107986292	1	0
105377295	1	2
10563	0	0
105377296	0	0
105377297	0	0
246175	2202	1725
65008	2803	2259
102724916	307	278
80144	27	10
107986293	2	2
109623453	0	0
306	15635	13349
100505702	23	18
101928893	0	0
55589	1051	940
105377299	2	2
152559	2359	2007
100505875	5	2
84779	7	5
105377300	0	0
2712	0	0
100506035	0	0
107986294	1	0
105377301	0	0
105377302	0	0
118425	0	0
118429	471	344
105377303	17	19
56978	366	318
2250	6259	4388
255119	22	5
105377305	1	1
651	2	0
5593	8	8
101928942	0	0
153020	4	3
105377306	0	0
107986215	1	0
105377308	6	3
105377307	0	1
3184	26145	18866
101928963	31	21
9987	23377	17905
58478	6177	4763
105377310	5	4
441027	107	128
439934	1	0
79966	1756	1700
693160	0	0
22872	10107	7468
100499177	4684	3994
106633808	88	90
106633809	49	36
79725	377	392
132660	2903	2755
51138	3146	2712
51316	10637	10232
27235	2252	1876
10855	1312	1225
105377313	0	0
113510	1201	1137
51023	2121	1743
84142	2485	2130
84803	529	501
105377315	0	0
101928978	0	1
4825	9	9
102723338	0	1
1040	230	268
23001	2199	1813
404201	60	61
83478	86	69
105377319	3	1
100616349	0	0
5602	15	11
101929064	0	0
100616463	0	0
5783	1214	982
107986189	9	5
345274	3	3
132989	46	47
100506746	268	255
4299	5115	4133
105377320	1	4
57563	1760	1472
100847027	0	0
345275	2	1
51170	795	877
53343	2260	2058
105377321	2	2
8404	8	8
1834	1	0
1758	0	2
105377323	0	0
105377324	0	0
3381	2	0
56955	0	1
6696	13	8
5311	3121	2852
9429	568	504
152926	1873	1725
105369192	6	2
105377326	1	1
55008	2779	1892
102723458	672	608
51191	13038	10742
84992	1158	992
100996939	1158	992
101929134	3	2
8916	843	597
266812	315	242
285512	56	64
10144	162	159
105377327	1	0
166815	1407	1407
285513	2	9
105377328	1	1
105377329	89	84
6622	224	218
644248	5	3
22915	1	1
105377331	0	0
401145	13	20
112268468	1	0
101929194	0	0
2895	1	1
107986295	0	0
474	1	4
101929210	0	0
56916	4073	3371
27306	1	0
10611	9390	7908
100507012	0	0
658	16	16
8633	5	4
105377335	1	1
105377337	0	0
5161	0	0
105377338	0	1
285555	6	5
101410545	0	1
105377340	0	0
5910	1907	1637
10098	2817	2221
112267901	2	3
105377342	12	11
105377343	2	1
1977	3198	2649
23173	6051	5067
100500867	2	0
128	9471	7732
100507053	28	27
127	2	5
359806	0	0
130	6	5
124	0	0
125	1	2
126	1	2
102723576	10	13
131	0	0
84103	0	0
93587	684	589
4547	7	11
285556	58	71
27071	76	74
8649	2545	2325
79982	3809	3204
3015	27133	22048
256880	5	4
107986232	0	0
115265	8	13
101929353	0	0
107399301	0	0
51705	4	1
105377345	0	0
100874275	0	0
107986233	0	0
5530	3790	3053
102465868	0	1
100302193	0	1
90024	264	197
107986297	0	1
55024	64	52
64116	1063	931
105377621	36	40
4790	3285	2418
105377347	19	16
4126	1740	1505
102723704	1585	1343
7323	13351	11663
105377348	52	34
493856	5860	4841
150159	1239	898
133308	397	300
56898	619	620
1062	2458	2082
101929448	0	0
6870	0	0
105377349	1	0
105377350	0	0
80319	3	2
101929468	0	0
105377351	0	0
54790	1100	865
104384744	0	1
27068	2237	1510
105377352	0	0
54848	10	14
100874374	0	0
57117	1122	939
79807	1724	1528
107986190	2	2
101929529	6	1
255743	51	62
101929577	4	4
93627	634	520
9255	4015	3487
100507096	1	2
105377355	0	0
105377356	0	0
27123	2	2
102725220	1	0
105377358	3	2
105377357	1	0
9061	3070	2476
166929	1870	1432
101929595	17	22
107986298	137	92
113612	616	617
107986299	224	213
3033	1147	910
51176	8	6
641518	1	0
107986300	0	0
285456	3	3
101929621	0	0
6164	40745	35531
58505	8974	6832
105377359	56	47
107986234	0	0
64850	1	0
84570	16	6
645078	0	0
100533182	28	16
10427	2343	2197
693161	2	0
55013	1396	988
107986302	8	11
839	721	647
81579	2038	1991
3426	5	5
54433	1642	1183
10692	2	1
345193	0	1
1950	11	11
79071	444	413
107986303	33	31
105377362	0	0
2028	2	3
110231149	2	1
105377363	156	127
5308	372	344
100126354	0	0
105377364	0	0
105377365	0	0
105377366	0	0
105377367	0	0
105377369	1	0
105377370	0	0
132720	659	602
55435	2795	2214
92610	995	925
80216	222	253
107986304	0	0
63973	0	2
105377372	0	0
55345	1803	1928
51574	2402	2406
109864269	527	565
442912	1	1
442896	2	1
407028	0	2
442895	2	2
442894	2	1
287	108	76
102723896	0	0
105377373	0	0
100302188	0	0
102465878	0	0
105377374	10	14
817	3124	2722
105377375	142	123
79642	2513	1876
107986305	24	17
105377376	0	0
107986235	0	0
105377378	16	16
105377379	0	1
105377380	0	1
7368	287	291
693162	0	0
105377382	4	3
64579	1	1
105377383	0	0
100302290	0	1
105377384	0	0
105377385	0	0
107986306	2	0
105377387	0	0
105377388	5	3
133022	232	193
105377389	0	0
105377390	0	1
103689918	0	0
102723914	0	0
105377391	0	0
9348	4	1
107986307	0	0
105377392	0	0
100093630	2206	1246
677809	8	8
8492	831	503
105379403	0	0
645455	80	69
729218	245	198
101929741	2	2
57721	2547	2157
9871	4444	3307
171024	83	65
105377393	0	1
105377394	0	0
102723967	0	0
105377395	0	0
51778	3	2
105379404	2	0
101929762	4	7
54532	1850	1744
401152	3965	2868
2169	1	2
107986193	4	1
401149	143	117
107983979	32	10
101926918	37	41
645513	430	339
8654	265	237
105377396	0	0
105377397	0	0
101927007	0	0
100996694	0	0
4085	8564	7042
11107	603	514
105377399	2	0
79625	3	2
105377400	0	0
79931	4	0
84109	3	7
107986309	0	0
107986310	0	0
105377401	0	2
105377402	2	3
308	46494	33882
132332	11	9
100192379	1	1
5393	5067	4603
890	6008	4599
55212	1969	1674
7222	14	12
102724158	0	0
112268469	35	24
84162	2173	2058
132612	2	0
3558	3	0
59067	0	0
100996941	0	1
166379	156	140
729338	24	22
2247	18066	14544
11162	1995	1557
166378	1643	1330
105377404	1	1
10252	60	58
100189197	0	0
107986311	1	0
105377405	0	0
285419	1	2
105377407	0	0
105377406	0	1
105377408	0	0
101927087	3	2
57182	1440	1157
79633	260	253
100302267	0	0
101927109	0	1
105377409	1	0
105377410	0	0
105377411	0	1
102724210	2	0
107986312	0	0
105377412	0	0
105377413	12	9
27152	482	441
83447	0	1
105377414	1	0
22824	2681	2363
10733	4837	4527
256471	1435	1400
80167	795	683
55132	4743	4229
10424	7381	7327
100507487	91	101
101927259	0	0
79960	3725	3072
132320	1293	1120
132321	186	200
105377416	0	0
105377417	0	0
101927282	0	0
107986313	1	0
105377418	0	0
105377420	0	0
105377422	0	0
105377423	0	0
105377424	0	0
101927305	0	0
105377425	0	0
105377428	0	0
107986236	0	0
104355285	0	0
105377431	0	0
105377432	1	0
101927359	16	10
57575	99	71
132430	259	191
105377434	0	0
105377436	0	0
105377438	0	0
105377437	0	0
105377439	1	2
100507528	1	0
105377441	1	0
729307	0	1
105377442	0	0
54510	32	36
105377443	0	0
101927414	1	1
107986314	1	0
105377444	0	0
105377445	1	3
107986315	0	0
105377447	1	2
641365	1	2
641364	303	197
23657	5576	4823
105377446	1	0
100874047	0	0
105377448	0	0
25819	1409	1080
1998	1548	1235
105379412	0	1
84709	2584	2503
4717	1283	1079
80155	8063	6057
105377449	29	38
107984036	152	139
83452	1134	1023
80854	3853	2963
105377451	2	0
105377622	2	1
101927490	1	0
4258	359	395
55534	24	37
105377452	0	1
101927516	0	0
60592	5865	4894
100129858	59	50
1047	950	1141
152586	0	2
255520	1338	1287
7350	23	23
23158	1864	1782
644962	6	2
57484	18	29
27309	4446	3189
100507639	7	5
105377456	1	0
3600	527	582
8821	3177	2815
101927613	0	0
105377457	0	1
107986194	0	0
105377623	6	4
84640	1423	1233
2549	803	817
100423017	0	0
100128055	211	147
8467	11776	9330
441046	12	10
166752	3	4
105377458	0	0
105377459	0	0
2996	18	8
101927636	0	1
2994	0	1
105377460	0	0
2993	1	0
107986317	0	1
105377461	0	0
105377462	0	0
646576	132	127
64399	403	233
10393	1308	1094
6059	8925	6990
54726	4988	3779
105377465	0	0
105377466	0	1
4086	911	730
101927659	0	1
104326058	94	56
285422	0	1
105377467	0	0
166785	249	182
646603	414	441
152485	936	810
105377468	0	1
105377469	0	0
100505545	0	0
105377470	0	1
11157	1120	876
345051	1	2
84068	382	347
105377472	0	1
102465837	0	0
5458	1	1
83894	1	1
105377474	0	0
105377473	4	0
105377475	0	0
105377476	0	0
100313938	0	0
1909	39	36
105377478	0	2
105377477	0	0
55751	2489	2063
90826	1350	1260
79658	1716	1225
100616246	0	0
4306	30	46
102724672	0	0
107986195	0	0
105377483	0	0
105377481	2	1
105377480	0	1
107986319	0	0
101927849	0	0
107986320	0	0
285423	0	0
105377479	0	0
166614	194	160
987	2801	2465
729558	4	0
10586	22	14
6189	121931	91414
114655	2	1
8944	84	84
152503	1499	1205
107986196	108	72
105377485	4	9
345062	2	1
105377486	43	29
729830	527	454
5188	1850	1461
107986197	41	34
105377488	0	0
102724700	0	0
100505685	0	0
100996286	4	4
105377490	0	0
105377489	0	0
105377492	5	1
55294	1648	1289
102191832	66	44
100422896	1	0
54553	362	254
100616193	5	2
201799	555	354
105377495	3	10
201798	25	21
27236	2312	1956
729870	22	18
85462	578	514
23321	640	644
105377496	3	0
303	45	23
84057	1725	1669
23240	899	748
105377498	2	1
100419170	0	1
7097	157	146
285533	1	1
105377499	1	0
6423	3	0
101927947	1	1
54798	5	3
5356	5444	4611
2244	4	5
2243	1	9
2266	0	8
9227	4	9
105377500	0	0
166863	0	0
105377501	0	0
4887	0	2
107986321	0	0
105377502	0	0
79884	861	710
102724776	49	36
105377503	0	0
105377505	1	0
105377504	0	1
2982	0	1
107984032	0	0
105377506	1	4
2983	42	57
51802	1	2
105377507	1	1
6999	4	3
1519	655	596
102724785	0	0
105377508	89	91
107986322	0	0
56034	4236	4059
2743	1421	1377
2891	2	2
112268471	0	0
107986238	1	1
340017	0	0
105377509	0	0
51313	32	34
285505	3	8
101928007	1	0
55314	550	478
105377510	0	1
59350	3	15
201725	3997	3602
2110	1374	1176
5481	2557	2071
57600	1367	1169
152940	1	4
9693	2187	1833
100500881	0	0
100616303	0	0
107986324	0	0
105379457	0	0
109729132	0	0
107986239	0	0
105377512	1	0
105377513	0	0
105377514	0	1
105377515	0	0
56884	16	27
101928052	0	0
105377516	0	1
100616234	0	0
92345	1640	1339
101928081	16	8
105377517	0	0
4886	121	121
4889	40	40
84076	1	1
55319	2773	2182
55016	508	540
107986325	32	28
23520	14	8
100505989	0	0
100506013	0	0
391712	1	2
152756	252	221
166655	1	1
201931	4043	4068
11275	1763	1499
2713	5	2
6307	8322	8460
105377519	0	0
1363	1161	1059
693163	0	0
105377520	0	4
101928151	4	2
101928131	0	0
105377521	0	0
7092	882	794
50859	7	10
105377523	0	0
11199	12	17
105377524	61	68
55601	4807	4044
91351	2976	2382
107986198	21	11
23022	7391	6761
107986199	1	0
102723331	6	10
84869	2144	2009
107986200	2	0
105377527	57	51
57630	4099	2921
105377529	2	1
4750	1106	1039
1182	4200	3582
54969	1910	1713
107986240	0	1
105377530	0	1
100506085	0	1
9848	124	130
51166	283	220
107986326	46	35
101928223	0	0
107986241	1	1
100506107	0	0
100506122	0	2
102466953	0	0
105377534	0	0
101928288	0	1
105377535	1	0
105377536	0	0
441052	11	10
442117	40	25
105377537	0	0
101928314	0	1
107986201	0	0
101930370	206	182
51809	3525	2760
100422849	0	0
3148	19559	16002
105377541	10	20
105377540	158	168
8819	765	665
101928383	2	2
11341	4	0
112268474	2	1
112267917	2	1
101928409	0	1
9464	74	64
79804	44	31
107986203	0	0
101928478	0	0
105377543	1	0
105377544	0	1
105377546	1	0
107986204	1	1
101928509	0	1
26269	897	774
80817	1523	1452
105377547	1	1
100423042	0	0
3248	30	22
105377548	2	1
105377549	0	1
105377551	0	0
8001	2	1
101928551	0	0
11086	2	0
105377552	0	0
2823	16	24
101928590	0	0
107984113	0	0
116966	468	386
132851	9	11
140458	9	16
60559	19564	15120
105377555	23	17
7424	2634	2456
105377556	1	0
105377557	0	1
55247	2317	2194
105377558	31	27
175	1047	969
285500	15	14
105377559	0	0
285501	0	0
105377560	0	0
101928656	0	0
105377561	0	0
105377562	0	2
105377563	0	1
105377564	0	1
105377567	3	4
105377565	0	0
105377568	0	1
728081	0	0
101928679	0	0
107986205	0	0
55714	1522	1301
105377573	1	0
90768	734	590
100302270	3	1
105377572	7	13
105377571	8	6
105377576	106	123
1635	5365	4238
105377577	0	0
107986327	0	0
112268472	0	0
107986328	0	0
403315	1	0
105377578	1	0
152641	56	49
80014	8441	6516
101928734	0	0
53842	499	623
100132463	1	2
107986217	3	6
55602	2928	2530
389247	112	78
3622	2165	2018
101929996	0	2
105377579	1	1
105377580	0	0
107986329	1	0
201965	2544	2017
60684	3287	2541
105377581	1	0
56977	845	745
107986330	0	0
133121	1	1
105377582	0	0
105377584	1	0
728175	4	1
107986332	0	1
102723766	3	1
3660	2499	2155
105377585	4	1
105377586	1	0
836	5193	4133
201973	1380	1453
79682	8533	8090
2180	4538	3873
643036	8	11
105377587	2	2
731424	0	2
100500818	0	0
100506229	1	0
100616111	0	0
107986333	0	0
391723	0	0
101928877	0	0
105377588	1	0
291	4444	4040
57587	4554	3718
83891	1718	1365
55805	242	240
107986206	10	10
353322	249	236
55325	2104	1896
441054	48	36
256309	41	66
105377590	1	2
27295	237	212
8470	70	52
101928929	0	1
7098	670	626
25854	138	132
651430	7	2
285440	62	59
3818	0	0
2160	1	1
285441	0	0
105377596	0	1
4543	1	5
2195	7524	6275
107986334	10	13
102723906	2	3
105377599	10	8
105377600	0	0
107986335	0	0
339975	1	0
105377602	0	0
102723920	0	0
100506272	0	0
105377604	1	2
105377603	0	0
107983963	0	0
132625	0	1
205860	385	351
107986337	5	11
339976	0	2
105377606	3	0
105377607	0	0
105377608	0	0
105377609	1	0
401164	0	2
101930028	1	0
105377610	0	0
105377611	1	0
105377612	0	0
105377613	0	0
105377614	0	0
105377615	0	0
101928971	0	2
105377616	57	41
728339	13	17
105377619	0	0
105377617	0	0
2483	3790	3215
448831	10	8
100419743	1	0
107986338	3	4
100288687	2	1
100874392	73	76
105374602	0	0
153478	211	198
107986394	0	2
389257	6	3
133957	2015	1844
6389	11874	8618
102467073	8	10
10016	4681	4262
57491	1076	943
116349	290	222
11336	3644	2692
6550	943	845
25845	779	726
100288152	75	67
107986395	0	0
100616381	0	0
105374606	0	0
105374607	0	0
105374608	13	5
100996325	2	3
55722	1625	1133
11076	75	58
101929898	7	8
653082	31	21
101928768	12	18
79844	131	138
65980	3670	2449
9319	6025	4806
100506688	7	18
85409	12	11
10723	566	474
100616479	0	1
105374612	0	0
107986396	1	1
101928857	2	2
340024	1	1
348932	1	2
7015	103	74
100616235	2	4
81037	11967	8553
100506791	0	0
6531	2	3
79888	3805	2813
102466103	5	3
107986397	0	1
728609	234	172
728613	70	57
105374614	0	3
100422966	0	0
101929003	48	27
64979	2240	1769
4726	6401	5035
101929034	1	0
50805	4	3
101929056	5	12
101929081	1	1
112267929	0	0
112267947	1	1
105374616	1	1
105374618	0	4
100506858	0	0
107986398	0	0
153572	752	678
101234261	0	1
153571	305	260
105374620	0	1
107983966	3	1
107984098	1	0
105374621	0	0
102467074	0	0
285577	0	1
105374624	0	1
102467075	0	0
79192	2	0
107986399	1	1
105374625	0	0
105374626	0	0
105374627	0	0
107986400	0	1
101929153	0	0
105374629	0	1
105374630	0	0
340094	0	0
105374631	0	0
101929176	3	4
170690	600	399
101929200	90	78
23379	5414	4197
105374634	0	0
105374636	0	0
401172	1	0
84246	4313	2663
134111	0	1
105374639	3	2
255167	0	3
54888	13763	9640
6715	1358	1154
100505625	5	8
11044	3906	3293
107986401	5	3
102724943	52	45
109729133	0	2
100422999	0	0
105374641	1	0
105374642	0	1
107986402	0	0
105374643	0	0
442132	19	8
105379638	0	0
101929261	0	0
105374645	0	0
105374644	1	2
107986403	1	2
108	3	2
105374646	0	1
134121	3	1
4552	3864	3209
79072	1238	1041
102723339	0	0
729506	2	6
100505738	323	279
100616142	4	5
105374647	0	1
101929307	2	4
101929284	2	1
9037	244	190
100616326	0	0
101929338	11	8
100505806	546	460
100113384	16	24
101929359	0	1
50834	2	2
285692	1	3
105374649	0	0
105374648	0	0
107986405	0	1
134145	710	611
22948	38330	28189
134147	334	330
105374651	1	2
101929977	68	55
10299	10202	8886
113218502	127	89
100505845	1	1
83853	56	42
105369214	1	4
102465138	0	0
101929412	2	2
389273	0	1
651746	2209	2022
1611	7993	5876
105374652	0	0
102723441	0	0
105374654	0	0
1501	6	1
105374656	0	0
105374655	2	0
404663	0	0
105374657	0	2
105374658	0	1
105374659	0	1
105374660	1	0
1767	81	71
7204	11756	8023
109623458	1	1
54491	1917	1638
106635684	232	140
90268	2998	2314
56172	1118	964
100130744	151	124
100616271	0	0
105374661	1	0
107986376	1	2
101929454	0	0
23194	110	106
101929472	0	0
107986343	0	0
100126347	1	0
107986406	3	0
441061	0	0
107986407	2	0
105379640	0	0
401176	0	1
101929505	2	0
105374663	1	0
90441	5131	3424
54463	34	32
101929524	15	8
4651	6671	4967
285696	12	14
113218490	0	0
105374664	0	4
10409	14238	9135
401177	1	0
101929544	0	0
102723526	0	0
340096	0	0
391769	0	0
105374666	12	7
646241	2	2
105374668	3	2
107986408	28	20
105374669	1	1
1016	5	7
105374672	0	1
102725105	0	0
105374676	1	2
105374677	0	0
112267938	31	26
105374673	0	0
105374678	0	1
102723561	0	2
728411	587	447
105374685	1	1
1010	3	1
105374683	0	0
106635539	55	42
107986345	0	1
5369	0	0
105374682	2	0
105374681	0	0
101929617	0	0
105374686	0	1
105374687	0	0
105374688	0	0
56979	0	1
107986377	0	0
439936	0	1
105374689	1	1
1008	100	75
340107	1	1
105374694	0	0
105374693	0	0
1007	1	1
105374695	1	1
643401	133	163
105374696	0	2
105374698	0	0
105374701	0	1
107986409	0	0
729862	0	0
107986410	0	0
101929645	0	0
105374699	0	0
101929660	2	1
101929681	0	0
105374702	0	1
105374703	1	0
105374704	0	0
105374705	0	0
105374706	0	0
105374707	1	2
1004	25	21
105374709	0	0
29102	5144	3751
55322	2413	1965
23037	508	427
100422874	0	0
105374711	11	13
64083	6391	4952
54545	3193	2503
51663	7075	5456
693164	0	0
10923	13962	10797
105374714	0	0
4883	144	172
340113	0	0
105374715	6	1
105374716	1	0
107986411	26	11
6897	21111	17680
105374717	1	0
81792	2023	1784
51289	3	2
51151	1	2
23600	341	257
100534612	337	254
114899	67	47
646652	28	28
105374719	2	0
105374721	1	3
105374723	7	12
26064	12481	10151
101929704	26	30
153657	25	21
5810	2473	2092
55299	5506	4654
134218	3959	3494
64902	3	3
5618	6	7
79925	483	400
105374724	12	15
3575	7277	4697
133690	17	21
100506406	1	0
133688	2	2
167127	3	7
92255	1787	1587
693165	0	0
6502	4654	4119
133686	1777	1440
202151	7	8
6507	381	390
107986413	41	33
107986412	5	4
646719	1038	851
25836	2993	2525
65250	2119	2052
105374727	19	12
9631	5164	4189
55100	3347	2599
2668	1166	829
100861519	25	22
105374728	0	2
105374729	0	0
105374731	0	2
105374730	0	0
101929745	0	0
133584	46	34
100852408	0	0
100506475	0	1
105374732	47	25
3977	787	726
100506495	19	14
100500824	2	1
105374735	0	0
101929768	14	8
101926904	3	0
107986414	4	5
105374733	7	12
112267930	10	11
9180	10811	7651
253260	3314	3165
2533	24	8
735	2	1
1601	2355	1992
112267931	1	0
101926940	55	54
102467077	0	0
105374736	2	1
105374737	2	1
5734	216	183
23548	1855	1626
5562	6700	5762
6167	35267	33928
619564	6	3
84674	85	54
730	2	4
133558	0	1
105374739	0	0
729	4	1
102723740	0	0
345557	2	0
105374740	1	0
5019	3334	2427
102723752	9	9
100874002	35	30
285636	2298	1796
26272	1708	1503
101926960	0	2
2690	3	3
100129792	6	1
6414	6	3
105374745	7	6
643977	900	759
105374746	58	64
648987	483	412
105374748	93	98
389289	130	127
153684	111	97
100132356	93	57
100506639	157	114
7690	3194	2719
167359	24	12
3157	8646	8844
56477	3	6
64417	624	566
105374749	16	16
375444	854	789
10605	7107	6068
100652772	658	620
23530	3022	2657
2255	7	5
101927075	0	2
102723839	0	0
100506674	4	6
10884	2402	1995
348980	3	0
133418	628	465
79668	908	802
100287592	0	0
107986379	0	1
642366	10	8
3670	37	30
105378959	0	0
105378960	0	0
105378961	4	9
105378962	0	0
105378963	1	0
105378964	0	2
3672	604	622
53918	2385	1915
3673	379	278
4338	5528	4367
257396	352	322
107986380	2	1
105378965	0	0
